,Date,VIX_Close,ADS_Index,RECBARS,fft,3mth,10yr,30yr,Aaa,Baa,term_spread,long_spread,corp_spread,Aaa_minus_10Y,TED,majcurr_ret,DAX,rdax,FTSE,oil,copper_ret,MA10,MOM10,StochK,StochD,RSI,Rperc,MACD,MACDsig,gold_ret,silver_ret,VIX_Close_lag1,Close_lag1,High_lag1,Low_lag1,Open_lag1,Volume_lag1,ADS_Index_lag1,RECBARS_lag1,fft_lag1,3mth_lag1,10yr_lag1,30yr_lag1,Aaa_lag1,Baa_lag1,term_spread_lag1,long_spread_lag1,corp_spread_lag1,Aaa_minus_10Y_lag1,TED_lag1,majcurr_ret_lag1,DAX_lag1,rdax_lag1,FTSE_lag1,oil_lag1,copper_ret_lag1,MA10_lag1,MOM10_lag1,StochK_lag1,StochD_lag1,RSI_lag1,Rperc_lag1,MACD_lag1,MACDsig_lag1,gold_ret_lag1,silver_ret_lag1,VIX_Close_lag2,VIX_Close_lag3,MACD_lag2,MACD_lag3,term_spread_lag2,term_spread_lag3,corp_spread_lag2,corp_spread_lag3,majcurr_ret_lag2,majcurr_ret_lag3,DAX_lag2,DAX_lag3
0,1991-01-02,26.6200008392334,-1.31895,1,2.3199999999999994,-0.0199999999999995,0.0300000000000011,0.0600000000000005,-0.0099999999999997,0.0100000000000015,1.5099999999999998,0.1700000000000008,1.3800000000000008,1.04,1.1,0.0005986926185226,1359.4300537109375,-0.0217704605434922,2128.300048828125,0.0321112141786192,-0.0151993280477746,329.6550018310547,-3.5999755859375,10.416846426673812,63.03147063865921,36.0682533233813,89.58315357332619,2.5040659772536173,3.239908171301891,0.0088427104156147,-0.0007323325116752,24.809999465942383,328.2900085449219,331.0400085449219,328.2300109863281,330.8500061035156,102900000.0,-1.31819,1.0,0.0,-0.0100000000000006,-0.0400000000000009,-0.0500000000000007,-0.0099999999999997,-0.0300000000000011,1.6399999999999997,0.1400000000000005,1.42,0.92,1.78,0.0013323603282495,1413.3199462890625,-0.0055811715558728,2167.800048828125,-0.014733231512984,0.0,329.33399963378906,-1.04998779296875,47.81538602212808,64.3908854959781,46.39676435597111,52.18461397787193,3.2841660040375587,3.677171653769999,0.0171391648807155,0.0329441557193541,26.3799991607666,25.049999237060547,2.92453781354601,3.034820616824732,1.6399999999999997,1.6900000000000004,1.379999999999999,1.4400000000000013,0.0005986926185226,-0.0121540760541609,1460.97998046875,1389.3499755859375
1,1991-01-03,27.93000030517578,-1.32174,1,-0.6699999999999999,-0.0199999999999995,-0.04,-0.0300000000000011,-0.0099999999999997,-0.0300000000000011,1.489999999999999,0.1799999999999997,1.3599999999999994,1.0700000000000005,0.93,-0.004148653625756,1370.06005859375,0.0077890435123109,2117.800048828125,-0.0352932679382145,0.0,328.84100341796875,-8.290008544921875,0.0946997037747071,57.1691077629578,26.054318027555688,99.90530029622528,1.7839341876603498,2.948713374573583,-0.0115816504963923,-0.0162211521879882,26.6200008392334,326.45001220703125,330.75,326.45001220703125,330.20001220703125,126280000.0,-1.31895,1.0,2.3199999999999994,-0.0100000000000006,-0.0400000000000009,-0.0500000000000007,-0.0099999999999997,-0.0300000000000011,1.5099999999999998,0.1700000000000008,1.3800000000000008,1.04,1.1,0.0013323603282495,1359.4300537109375,-0.0217704605434922,2128.300048828125,-0.014733231512984,-0.0151993280477746,329.6550018310547,-3.5999755859375,10.416846426673812,63.03147063865921,36.0682533233813,89.58315357332619,2.5040659772536173,3.239908171301891,0.0171391648807155,0.0329441557193541,26.3799991607666,26.3799991607666,2.92453781354601,2.92453781354601,1.6399999999999997,1.6399999999999997,1.379999999999999,1.379999999999999,0.0005986926185226,0.0005986926185226,1460.97998046875,1389.3499755859375
2,1991-01-04,27.190000534057617,-1.32657,1,-0.6600000000000001,0.0899999999999998,0.0899999999999998,0.0899999999999998,0.0099999999999997,0.0400000000000009,1.489999999999999,0.1799999999999997,1.3900000000000006,0.9900000000000002,0.84,0.0074749563372353,1390.0799560546875,0.0145066905609976,2126.10009765625,-0.0289186323404551,0.0,327.92100219726564,-9.1199951171875,15.661793580091777,52.70586592796292,24.862216778934474,84.33820641990822,1.1268057505440083,2.5843318497676684,0.0028434813006601,0.0272076491295558,27.93000030517578,321.9100036621094,326.5299987792969,321.8999938964844,326.4599914550781,141450000.0,-1.32174,1.0,-0.6699999999999999,-0.0199999999999995,-0.04,-0.0300000000000011,-0.0099999999999997,-0.0300000000000011,1.489999999999999,0.1799999999999997,1.3599999999999994,1.0700000000000005,0.93,-0.004148653625756,1370.06005859375,0.0077890435123109,2117.800048828125,-0.0352932679382145,0.0,328.84100341796875,-8.290008544921875,0.0946997037747071,57.1691077629578,26.054318027555688,99.90530029622528,1.7839341876603498,2.948713374573583,-0.0115816504963923,-0.0162211521879882,26.6200008392334,26.3799991607666,2.5040659772536173,2.92453781354601,1.5099999999999998,1.6399999999999997,1.3800000000000008,1.379999999999999,0.0005986926185226,0.0005986926185226,1359.4300537109375,1389.3499755859375
3,1991-01-07,28.950000762939453,-1.35059,1,-0.2599999999999998,0.0899999999999998,0.0899999999999998,0.0899999999999998,0.0099999999999997,0.0400000000000009,1.620000000000001,0.1899999999999995,1.4400000000000013,0.8999999999999986,1.07,0.0109879216590416,1356.47998046875,-0.0244681730461007,2113.300048828125,0.0909892532382743,0.0,326.4530029296875,-16.30999755859375,0.0,43.77841020013752,13.0494061035136,100.0,0.1555878734790212,2.0985830545099398,0.0028434813006601,0.0272076491295558,27.93000030517578,321.9100036621094,326.5299987792969,321.8999938964844,326.4599914550781,141450000.0,-1.34233,1.0,0.0,-0.0199999999999995,-0.04,-0.0300000000000011,-0.0099999999999997,-0.0300000000000011,1.489999999999999,0.1799999999999997,1.3599999999999994,1.0700000000000005,0.93,-0.004148653625756,1370.06005859375,0.0077890435123109,2117.800048828125,-0.0352932679382145,0.0,328.84100341796875,-8.290008544921875,0.0946997037747071,57.1691077629578,26.054318027555688,99.90530029622528,1.7839341876603498,2.948713374573583,-0.0115816504963923,-0.0162211521879882,26.6200008392334,27.190000534057617,2.5040659772536173,1.1268057505440083,1.5099999999999998,1.489999999999999,1.3800000000000008,1.3900000000000006,0.0005986926185226,0.0074749563372353,1359.4300537109375,1390.0799560546875
4,1991-01-08,30.3799991607666,-1.3582,1,-0.3199999999999994,-0.0699999999999994,0.0299999999999993,0.0499999999999989,0.0,0.0299999999999993,1.7199999999999998,0.209999999999999,1.4700000000000006,0.8699999999999992,1.25,-0.0014830676177348,1351.2099609375,-0.0038926363799696,2099.89990234375,0.0091324835632726,0.0,324.76800231933595,-15.0,6.183768712224895,35.29566390393643,13.872849364364424,93.81623128777512,-0.6501884995825549,1.5488287436914403,-0.003586069416805,0.0111204269133455,28.950000762939453,315.44000244140625,320.9700012207031,315.44000244140625,320.9700012207031,130610000.0,-1.35059,1.0,-0.2599999999999998,-0.0199999999999995,-0.04,-0.0300000000000011,-0.0099999999999997,-0.0300000000000011,1.620000000000001,0.1899999999999995,1.4400000000000013,0.8999999999999986,1.07,0.0109879216590416,1356.47998046875,-0.0244681730461007,2113.300048828125,0.0909892532382743,0.0,326.4530029296875,-16.30999755859375,0.0,43.77841020013752,13.0494061035136,100.0,0.1555878734790212,2.0985830545099398,-0.0115816504963923,-0.0162211521879882,26.6200008392334,27.190000534057617,2.5040659772536173,1.1268057505440083,1.5099999999999998,1.489999999999999,1.3800000000000008,1.3900000000000006,0.0005986926185226,0.0074749563372353,1359.4300537109375,1390.0799560546875
5,1991-01-09,33.29999923706055,-1.36519,1,-0.0600000000000005,-0.1900000000000004,0.0899999999999998,0.0900000000000016,0.0200000000000013,0.0399999999999991,2.0,0.2100000000000008,1.4899999999999984,0.8000000000000007,1.25,-0.0088228478838594,1367.719970703125,0.0121446400643963,2128.89990234375,0.018018505502678,0.0,322.927001953125,-19.360015869140625,2.6974821539872758,28.77390673971371,8.311768192589302,97.30251784601272,-1.546108303379242,0.929841334277304,-0.0066941547610612,-0.0395972546243592,30.3799991607666,314.8999938964844,316.9700012207031,313.7900085449219,315.44000244140625,143390000.0,-1.3582,1.0,-0.3199999999999994,-0.0699999999999994,0.0299999999999993,0.0499999999999989,0.0,0.0299999999999993,1.7199999999999998,0.209999999999999,1.4700000000000006,0.8699999999999992,1.25,-0.0014830676177348,1351.2099609375,-0.0038926363799696,2099.89990234375,0.0091324835632726,0.0,324.76800231933595,-15.0,6.183768712224895,35.29566390393643,13.872849364364424,93.81623128777512,-0.6501884995825549,1.5488287436914403,-0.003586069416805,0.0111204269133455,28.950000762939453,27.190000534057617,0.1555878734790212,1.1268057505440083,1.620000000000001,1.489999999999999,1.4400000000000013,1.3900000000000006,0.0109879216590416,0.0074749563372353,1356.47998046875,1390.0799560546875
6,1991-01-10,31.32999992370605,-1.37153,1,0.9299999999999996,-0.04,-0.0899999999999998,-0.0900000000000016,0.0099999999999997,-0.0099999999999997,1.95,0.209999999999999,1.4699999999999989,0.9000000000000004,1.23,0.0055817429320876,1376.760009765625,0.006587821242026,2108.699951171875,-0.0162019745762802,0.0,321.2950012207031,-13.760009765625,17.901557745859037,22.586525862771072,20.97045848452618,82.09844225414096,-1.987912501592291,0.346290567103385,0.0088729444727038,0.0131324844546292,33.29999923706055,311.489990234375,320.7300109863281,310.92999267578125,314.8999938964844,191100000.0,-1.36519,1.0,-0.0600000000000005,-0.1900000000000004,0.0899999999999998,0.0900000000000016,0.0200000000000013,0.0399999999999991,2.0,0.2100000000000008,1.4899999999999984,0.8000000000000007,1.25,-0.0088228478838594,1367.719970703125,0.0121446400643963,2128.89990234375,0.018018505502678,0.0,322.927001953125,-19.360015869140625,2.6974821539872758,28.77390673971371,8.311768192589302,97.30251784601272,-1.546108303379242,0.929841334277304,-0.0066941547610612,-0.0395972546243592,30.3799991607666,28.950000762939453,-0.6501884995825549,0.1555878734790212,1.7199999999999998,1.620000000000001,1.4700000000000006,1.4400000000000013,-0.0014830676177348,0.0109879216590416,1351.2099609375,1356.47998046875
7,1991-01-11,32.630001068115234,-1.37725,1,-0.1299999999999999,-0.0499999999999998,0.0399999999999991,0.0200000000000013,0.0,-0.0399999999999991,2.039999999999999,0.1900000000000012,1.4299999999999995,0.8600000000000012,1.21,-0.0008498765972477,1377.489990234375,0.000530075690909,2106.10009765625,-0.0043652306494115,0.0,319.98900146484374,-13.489990234375,21.69534168280823,19.97452142883909,21.86071678655548,78.30465831719177,-2.2555596887870024,-0.1740794840746924,0.000128016386272,0.0028950563043064,31.32999992370605,314.5299987792969,314.7699890136719,311.510009765625,311.510009765625,124510000.0,-1.37153,1.0,0.9299999999999996,-0.04,-0.0899999999999998,-0.0900000000000016,0.0099999999999997,-0.0099999999999997,1.95,0.209999999999999,1.4699999999999989,0.9000000000000004,1.23,0.0055817429320876,1376.760009765625,0.006587821242026,2108.699951171875,-0.0162019745762802,0.0,321.2950012207031,-13.760009765625,17.901557745859037,22.586525862771072,20.97045848452618,82.09844225414096,-1.987912501592291,0.346290567103385,0.0088729444727038,0.0131324844546292,33.29999923706055,30.3799991607666,-1.546108303379242,-0.6501884995825549,2.0,1.7199999999999998,1.4899999999999984,1.4700000000000006,-0.0088228478838594,-0.0014830676177348,1367.719970703125,1351.2099609375
8,1991-01-14,36.20000076293945,-1.39125,1,0.1500000000000003,-0.0499999999999998,0.0399999999999991,0.0200000000000013,0.0,-0.0399999999999991,2.1800000000000006,0.1799999999999997,1.4399999999999995,0.8499999999999996,1.51,0.002962097836817,1345.260009765625,-0.0236756852194348,2080.800048828125,0.0938840481926979,0.0,318.3660003662109,-17.730010986328125,14.672827226250828,16.123446383778475,14.835434211816487,85.32717277374917,-2.6581275485536366,-0.6708890969704813,0.000128016386272,0.0028950563043064,31.32999992370605,314.5299987792969,314.7699890136719,311.510009765625,311.510009765625,124510000.0,-1.38681,1.0,0.0,-0.04,-0.0899999999999998,-0.0900000000000016,0.0099999999999997,-0.0099999999999997,1.95,0.209999999999999,1.4699999999999989,0.9000000000000004,1.23,0.0055817429320876,1376.760009765625,0.006587821242026,2108.699951171875,-0.0162019745762802,0.0,321.2950012207031,-13.760009765625,17.901557745859037,22.586525862771072,20.97045848452618,82.09844225414096,-1.987912501592291,0.346290567103385,0.0088729444727038,0.0131324844546292,33.29999923706055,32.630001068115234,-1.546108303379242,-2.2555596887870024,2.0,2.039999999999999,1.4899999999999984,1.4299999999999995,-0.0088228478838594,-0.0008498765972477,1367.719970703125,1377.489990234375
9,1991-01-15,36.15999984741211,-1.39568,1,0.0599999999999996,0.0,-0.0099999999999997,0.0,0.0199999999999995,0.0300000000000011,2.170000000000001,0.1899999999999995,1.450000000000001,0.879999999999999,1.51,0.0019055602038804,1317.1700439453125,-0.0211017811420184,2070.89990234375,0.0072751643632975,0.0,316.7170013427734,-12.720001220703123,20.467318374011565,10.979163560568214,21.957773409169505,79.53268162598843,-2.8443186317072677,-1.1055750039178385,-0.0002509095484244,0.0023809535057417,36.20000076293945,312.489990234375,315.2300109863281,309.3500061035156,315.2300109863281,120830000.0,-1.39125,1.0,0.1500000000000003,-0.04,-0.0899999999999998,-0.0900000000000016,0.0099999999999997,-0.0099999999999997,2.1800000000000006,0.1799999999999997,1.4399999999999995,0.8499999999999996,1.51,0.002962097836817,1345.260009765625,-0.0236756852194348,2080.800048828125,0.0938840481926979,0.0,318.3660003662109,-17.730010986328125,14.672827226250828,16.123446383778475,14.835434211816487,85.32717277374917,-2.6581275485536366,-0.6708890969704813,0.0088729444727038,0.0131324844546292,33.29999923706055,32.630001068115234,-1.546108303379242,-2.2555596887870024,2.0,2.039999999999999,1.4899999999999984,1.4299999999999995,-0.0088228478838594,-0.0008498765972477,1367.719970703125,1377.489990234375
